职位名,链接,公司,工作地点,薪资,经验,学历
Java运维开发工程师-上海-00486,http://jobs.51job.com/shanghai-pdxq/91737891.html?s=01&t=0,萨孚凯信息系统技术（北京）有限公司上海分公司,上海-浦东新区,1-1.4万/月,3-4年经验,大专
软件测试实习生,http://jobs.51job.com/chengdu-whq/90560985.html?s=01&t=0,成都寰宇思创科技有限公司,成都-武侯区,2-3千/月,无工作经验,大专
运维工程师,http://jobs.51job.com/hangzhou/92005315.html?s=01&t=0,浙江公共安全技术研究院有限公司,杭州,4.5-6千/月,,
运维工程师,http://jobs.51job.com/beijing-cyq/92005141.html?s=01&t=0,瑞华致融信息技术（北京）有限公司,北京-朝阳区,0.5-1.5万/月,2年经验,大专
python开发工程师,http://jobs.51job.com/chengdu-gxq/73045836.html?s=01&t=0,成都知数科技有限公司,成都-高新区,0.8-1.2万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/wuhan-hsq/90406783.html?s=01&t=0,射雕（北京）科技有限公司,武汉-洪山区,0.6-1.2万/月,,本科
python工程师,http://jobs.51job.com/chengdu/88618472.html?s=01&t=0,深圳市拓保软件有限公司,成都,0.8-1万/月,,
招聘Python讲师,http://jobs.51job.com/guangzhou/87788940.html?s=01&t=0,广州智新通信技术有限公司,广州,6-8千/月,无工作经验,大专
Python/C/C++软件研发工程师,http://jobs.51job.com/chengdu-xdq/84804718.html?s=01&t=0,成都牛途科技有限责任公司,成都-新都区,3-7千/月,1年经验,本科
Python中高级开发工程师,http://jobs.51job.com/beijing-cyq/89547186.html?s=01&t=0,瓦力必达科技（北京）有限公司,北京-朝阳区,1.2-2万/月,,大专
python游戏服务端开发主程序员,http://jobs.51job.com/beijing-cyq/77812035.html?s=01&t=0,在线途游（北京）科技有限公司,北京-朝阳区,1.5-2万/月,,
Python开发培训讲师（全职或兼职）,http://jobs.51job.com/shanghai-hpq/74046562.html?s=01&t=0,苹果授权培训中心（上海环球友好培训中心）,上海-黄浦区,2.5-3万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/wuhan/89424874.html?s=01&t=0,武汉来来互娱网络科技有限公司,武汉,5-9千/月,2年经验,本科
python 工程师,http://jobs.51job.com/shijiazhuang/83006046.html?s=01&t=0,河北冀商股权投资基金管理有限公司,石家庄,3-4.5千/月,,
Python开发工程师,http://jobs.51job.com/shanghai-ypq/88323212.html?s=01&t=0,上海易班企业发展有限公司,上海-杨浦区,2-2.5万/月,5-7年经验,本科
Python开发工程师,http://jobs.51job.com/beijing/86342259.html?s=01&t=0,北京世纪互联宽带数据中心有限公司,北京,1-1.5万/月,1年经验,本科
Python开发,http://jobs.51job.com/hangzhou-xhq/67145553.html?s=01&t=0,杭州海适云承科技有限公司,杭州-西湖区,5-8千/月,1年经验,
python脚本工程师（急聘）,http://jobs.51job.com/zhuhai-xzq/89921945.html?s=01&t=0,上海撒该软件技术有限公司,珠海-香洲区,4-6千/月,,本科
Python开发工程师,http://jobs.51job.com/shenzhen/86432618.html?s=01&t=0,深圳市顶尖传诚科技有限公司,深圳,1-1.3万/月,3-4年经验,大专
python开发工程师,http://jobs.51job.com/chengdu/79853661.html?s=01&t=0,北京子衿晨风科技有限公司,成都,0.8-1.6万/月,3-4年经验,本科
Python高级开发工程师（创新技术中心）,http://jobs.51job.com/shanghai-pdxq/90264944.html?s=01&t=0,善林（上海）金融信息服务有限公司,上海-浦东新区,2-2.5万/月,,
数据分析师（Python）,http://jobs.51job.com/shanghai/90272718.html?s=01&t=0,蓝鲸传媒,上海,1.5-2万/月,2年经验,
驻京航天部门python/lua动态语言程序员,http://jobs.51job.com/beijing-hdq/83127602.html?s=01&t=0,北京嫦娥航天科技有限公司,北京-海淀区,0.7-2.1万/月,,本科
高级python开发工程师,http://jobs.51job.com/shenyang-dlhnq/86713171.html?s=01&t=0,航美在线网络科技有限公司,沈阳-东陵区（...,0.8-1万/月,3-4年经验,本科
Python软件工程师,http://jobs.51job.com/dalian/90207846.html?s=01&t=0,纳思达科技（大连）有限公司,大连,1-1.5万/月,3-4年经验,本科
Python高级开发工程师-网络爬虫方向,http://jobs.51job.com/shenzhen-baq/90204406.html?s=01&t=0,深圳市美铁科技有限公司,深圳-宝安区,1-1.5万/月,,本科
高级python开发工程师,http://jobs.51job.com/beijing-hdq/86765316.html?s=01&t=0,北京天云智汇科技有限公司,北京-海淀区,2-3万/月,10年以上经验,本科
Python开发（熟悉odoo）,http://jobs.51job.com/shanghai-cnq/60982716.html?s=01&t=0,上海波恩网络科技服务有限公司,上海-长宁区,1-1.5万/月,1年经验,本科
Python高级开发工程师,http://jobs.51job.com/beijing-cyq/89776361.html?s=01&t=0,北京微影时代科技有限公司,北京-朝阳区,2-2.5万/月,3-4年经验,本科
Python/Django开发工程师,http://jobs.51job.com/guangzhou-pyq/78802001.html?s=01&t=0,广州市天诺营销策划有限公司,广州-番禺区,1-1.5万/月,2年经验,大专
python高级工程师（技术经理）,http://jobs.51job.com/beijing/89529681.html?s=01&t=0,北京卡来宝信息科技有限公司,北京,1-2万/月,3-4年经验,
Python后端开发工程师,http://jobs.51job.com/shanghai-ptq/86245554.html?s=01&t=0,饿了么,上海-普陀区,1-1.5万/月,,本科
Python开发工程师,http://jobs.51job.com/shenzhen-lgq/87529732.html?s=01&t=0,邦阔科技（深圳）有限公司,深圳-龙岗区,1-1.5万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/xiamen/89772162.html?s=01&t=0,厦门亿学软件有限公司,厦门,0.6-1万/月,,大专
Python开发工程师,http://jobs.51job.com/jinan/88507360.html?s=01&t=0,郑州三友软件科技有限公司,济南,6-8千/月,2年经验,大专
python开发程序员,http://jobs.51job.com/wuhan/72840696.html?s=01&t=0,武汉领度网络科技有限公司,武汉,6-8千/月,,
Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/87612542.html?s=01&t=0,上海圆率信息科技有限公司,上海-浦东新区,2-2.5万/月,3-4年经验,
Python高级开发工程师,http://jobs.51job.com/kunshan/90104802.html?s=01&t=0,昆山市翊翰信息技术有限公司,昆山,0.6-1.2万/月,,
python讲师,http://jobs.51job.com/beijing-hdq/87041513.html?s=01&t=0,深圳市天瑞地安网络科技有限公司,北京-海淀区,1.2-2.4万/月,3-4年经验,大专
Python工程师,http://jobs.51job.com/hangzhou-jgq/85864876.html?s=01&t=0,杭州有数金融信息服务有限公司,杭州-江干区,1-2万/月,,本科
Python爬虫工程师,http://jobs.51job.com/guangzhou-byq/88190017.html?s=01&t=0,广州知迅行一信息技术有限公司,广州-白云区,1.2-2万/月,2年经验,本科
python高级工程师--第四事业部,http://jobs.51job.com/beijing-cpq/86159966.html?s=01&t=0,长安通信科技有限责任公司,北京-昌平区,20-30万/年,,
Python开发工程师,http://jobs.51job.com/zhuhai-xzq/87272980.html?s=01&t=0,广州虎牙信息科技有限公司,异地招聘,1.5-2万/月,3-4年经验,本科
应用工程师/python,http://jobs.51job.com/shanghai/90032164.html?s=01&t=0,上海金纮星智能科技有限公司,上海,0.6-1万/月,,大专
推荐算法工程师-Python,http://jobs.51job.com/beijing/87696406.html?s=01&t=0,北京精典伟业广告有限公司,北京,2.5-3万/月,,本科
Python爬虫开发工程师,http://jobs.51job.com/shanghai-pdxq/89988339.html?s=01&t=0,上海瓦洛兰投资管理有限公司,上海-浦东新区,1-3万/月,,本科
Python开发工程师,http://jobs.51job.com/wuhan-hsq/89974325.html?s=01&t=0,上海讯锡信息科技有限公司,武汉-洪山区,0.7-1.2万/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/wuxi-bhq/86216238.html?s=01&t=0,无锡欣动信息科技有限公司,无锡-滨湖区,0.7-1万/月,2年经验,本科
Python工程师,http://jobs.51job.com/beijing/83920248.html?s=01&t=0,北京鸿云亚信科技有限公司,北京,0.8-2.5万/月,3-4年经验,本科
Python视觉算法实习生,http://jobs.51job.com/shanghai-pdxq/86441959.html?s=01&t=0,上海智驾电子科技有限公司,上海-浦东新区,3-4.5千/月,,大专
Python高级开发工程师,http://jobs.51job.com/nantong/87720437.html?s=01&t=0,上海帝联信息科技股份有限公司,南通,6-8千/月,1年经验,
Python开发人员,http://jobs.51job.com/hangzhou-bjq/65148326.html?s=01&t=0,阜博通（杭州）信息科技有限公司,杭州-滨江区,16-20万/年,5-7年经验,本科
Python数据开发工程师,http://jobs.51job.com/shanghai-ypq/89519757.html?s=01&t=0,上海润客投资控股有限公司,上海-杨浦区,0.8-1.5万/月,,本科
Python 软件工程师,http://jobs.51job.com/dalian-zsq/78541184.html?s=01&t=0,藏宝途（大连）网络科技有限公司,大连-中山区,6-8千/月,,本科
运维工程师,http://jobs.51job.com/nanjing-xwq/88130497.html?s=01&t=0,南京哲彦信息技术有限公司,南京-玄武区,1-1.5万/月,,本科
PHP后端开发工程师,http://jobs.51job.com/shanghai-mhq/89495877.html?s=01&t=0,上海柔婷化妆品有限公司,上海-闵行区,1-1.8万/月,5-7年经验,大专
CRM数据分析师,http://jobs.51job.com/shanghai-ptq/79413218.html?s=01&t=0,北京游仁堂商贸有限公司,上海-普陀区,0.7-1.4万/月,3-4年经验,本科
测试开发工程师（接口测试方向）,http://jobs.51job.com/shanghai-hpq/88585441.html?s=01&t=0,夸客金融,上海-黄浦区,2-3万/月,5-7年经验,本科
web前端开发工程师,http://jobs.51job.com/nanjing-qhq/88587462.html?s=01&t=0,成都汇智动力信息技术有限公司南京分公司,南京-秦淮区,5-7千/月,,大专
嵌入式软件开发工程师,http://jobs.51job.com/shanghai-qpq/84861401.html?s=01&t=0,上海威固信息技术股份有限公司,上海-青浦区,1.2-1.5万/月,3-4年经验,本科
Java实习生-爬虫方向,http://jobs.51job.com/shanghai-xhq/89446644.html?s=01&t=0,上海云济信息科技有限公司,上海-徐汇区,220元/天,无工作经验,本科
数据挖掘工程师,http://jobs.51job.com/guangzhou-thq/89361457.html?s=01&t=0,广州银行信用卡中心,广州-天河区,12-25万/年,1年经验,硕士
SLAM算法工程师,http://jobs.51job.com/hangzhou-xhq/91345655.html?s=01&t=0,杭州光珀智能科技有限公司,杭州-西湖区,20-35万/年,2年经验,本科
Linux运维工程师,http://jobs.51job.com/hangzhou-scq/91606544.html?s=01&t=0,杭州畅米网络科技有限公司,杭州-上城区,6-8千/月,1年经验,
Java工程师,http://jobs.51job.com/nanjing-pkq/91894444.html?s=01&t=0,江苏立维互联科技有限公司,南京-浦口区,0.8-1.2万/月,3-4年经验,大专
算法工程师,http://jobs.51job.com/shanghai-pdxq/76765322.html?s=01&t=0,上海腾道信息技术有限公司,上海-浦东新区,1.5-2万/月,,本科
运维全栈工程师,http://jobs.51job.com/nanjing/89844655.html?s=01&t=0,江苏猎宝网络科技股份有限公司,南京,1-1.5万/月,3-4年经验,
游戏运维工程师,http://jobs.51job.com/hefei/84127664.html?s=01&t=0,合肥指间娱乐信息技术有限公司,合肥,5-9千/月,,
数据挖掘工程师,http://jobs.51job.com/nanjing/91959909.html?s=01&t=0,汇通达网络股份有限公司,南京,18-30万/年,,
量化研究员/量化投资研究员（研发部）,http://jobs.51job.com/guangzhou-thq/89567434.html?s=01&t=0,广州市知本复利投资管理有限公司,广州-天河区,0.8-1万/月,2年经验,本科
软件配置工程师,http://jobs.51job.com/xian/76240052.html?s=01&t=0,西安闻泰电子科技有限公司,西安,1-1.8万/月,,本科
C++开发工程师,http://jobs.51job.com/shanghai/91253194.html?s=01&t=0,赞同科技股份有限公司,上海,1-1.5万/月,,
WEB安全工程师,http://jobs.51job.com/wuhan-hsq/79006226.html?s=01&t=0,湖北灰科信息技术有限公司,武汉-洪山区,2-5万/月,,
软件质量工程师,http://jobs.51job.com/beijing-hdq/91588648.html?s=01&t=0,北京艾思科米科技有限公司,北京-海淀区,6-8千/月,3-4年经验,本科
系统管理员/网络管理员 实习,http://jobs.51job.com/nanjing/89764362.html?s=01&t=0,南京艾科朗克信息科技有限公司,南京,3-4.5千/月,,本科
Android软件研发,http://jobs.51job.com/nanjing-yhtq/89496539.html?s=01&t=0,南京中科创达软件科技有限公司,南京-雨花台区,6-8千/月,无工作经验,大专
高级软件工程师,http://jobs.51job.com/jinan/88705422.html?s=01&t=0,亿阳信通股份有限公司,济南,0.8-1万/月,2年经验,本科
数据建模师,http://jobs.51job.com/shanghai-sjq/90839882.html?s=01&t=0,上海联璧电子科技有限公司,上海-松江区,1.5-2万/月,,
人工智能算法及应用架构高级工程师,http://jobs.51job.com/shanghai-pdxq/91555986.html?s=01&t=0,中兴网鲲信息科技（上海）有限公司,上海-浦东新区,1.5-2.5万/月,,本科
用户分析师,http://jobs.51job.com/shanghai-pdxq/91591455.html?s=01&t=0,上海媒科锐奇网络科技有限公司,上海-浦东新区,1.5-2万/月,3-4年经验,本科
高级数据建模师,http://jobs.51job.com/shenzhen-ftq/91259158.html?s=01&t=0,深圳市中安信业创业投资有限公司总部,深圳-福田区,2-2.5万/月,3-4年经验,
运维工程师,http://jobs.51job.com/shanghai-ptq/90895450.html?s=01&t=0,上海聚洲信息技术有限公司,上海-普陀区,0.8-1万/月,1年经验,大专
高薪诚聘web前端开发工程师,http://jobs.51job.com/jinan-gxq/90339841.html?s=01&t=0,济南泰格电子技术有限公司,济南-高新区,0.6-1.5万/月,,
资深运维工程师,http://jobs.51job.com/shenzhen-nsq/87146172.html?s=01&t=0,深圳前海用友力合金融服务有限公司,深圳-南山区,2-3万/月,,
技术经理,http://jobs.51job.com/beijing/91844106.html?s=01&t=0,北京京天威科技发展有限公司,北京,1-2万/月,5-7年经验,
PHP程序员4000-6000+五险+绩效奖金+餐补+住补+交补,http://jobs.51job.com/hefei-zwq/91777764.html?s=01&t=0,本炫互联网,合肥-政务区,4-6千/月,2年经验,大专
游戏数据分析师,http://jobs.51job.com/guangzhou-pyq/89055668.html?s=01&t=0,广州华立科技股份有限公司,广州-番禺区,1-5万/月,,
互联网运维工程师,http://jobs.51job.com/guangzhou/91967047.html?s=01&t=0,广东广信通信服务有限公司,广州,10-15万/年,2年经验,
自动化测试工程师,http://jobs.51job.com/nanjing-qhq/91999819.html?s=01&t=0,北京掌众金融信息服务有限公司,南京-秦淮区,0.8-1.6万/月,3-4年经验,本科
高级软件开发工程师（AI数据分析）,http://jobs.51job.com/shanghai-pdxq/91999396.html?s=01&t=0,上海浦东发展银行股份有限公司信用卡中心,上海-浦东新区,1-1.5万/月,,本科
期货量化策略编程工程师,http://jobs.51job.com/shanghai-sjq/91999432.html?s=01&t=0,上海希太实业有限公司,上海-松江区,1.5-1.8万/月,3-4年经验,大专
棋牌游戏技术经理,http://jobs.51job.com/shenyang/58326636.html?s=01&t=0,辽宁巨全网络发展有限公司,沈阳,2.5-3万/月,5-7年经验,本科
数据库管理员(DBA),http://hoau.51job.com/sc/show_job_detail.php?jobid=90933797,天地华宇,上海-闵行区,1.2-2.5万/月,,
软件开发工程师,http://jobs.51job.com/beijing-cyq/57578324.html?s=01&t=0,北京鼎力创新科技有限公司,北京-朝阳区,0.6-1.2万/月,1年经验,本科
系统运维工程师,http://jobs.51job.com/shanghai-pdxq/91472457.html?s=01&t=0,上海鼎纪软件工程技术有限公司,上海-浦东新区,0.8-1.2万/月,1年经验,大专
高级系统工程师,http://jobs.51job.com/shanghai-pdxq/89337913.html?s=01&t=0,上海成龙五谷信息科技有限公司,上海-浦东新区,1.7-2.2万/月,,本科
数据分析师/反欺诈策略分析师,http://jobs.51job.com/shanghai-pdxq/90802021.html?s=01&t=0,深圳萨摩耶互联网金融服务有限公司,上海-浦东新区,1-2.5万/月,,本科
数据挖掘专员,http://jobs.51job.com/shanghai/91997652.html?s=01&t=0,上海挚品互联网科技有限公司,上海,6-8千/月,无工作经验,大专
BI分析师助理/数据分析师助理,http://jobs.51job.com/hangzhou/91998087.html?s=01&t=0,杭州西线教育科技有限公司,杭州,4.5-6千/月,,大专
Linux运维工程师（网络游戏）接受应届生,http://jobs.51job.com/shanghai-bsq/91905739.html?s=01&t=0,北京优伯立信科技发展有限公司,上海-宝山区,4.5-6千/月,,大专
Openstack开发工程师,http://jobs.51job.com/shanghai/87026542.html?s=01&t=0,上海金慧软件有限公司,上海,1-2.5万/月,,本科
后端开发工程师（深圳）,http://jobs.51job.com/shenzhen/91993724.html?s=01&t=0,上海羽度数码科技有限公司,异地招聘,0.8-2.5万/月,1年经验,本科
量化分析师,http://jobs.51job.com/shanghai-pdxq/91047069.html?s=01&t=0,上海宏鹿信息技术服务有限公司,上海-浦东新区,1.5-3万/月,3-4年经验,本科
Web开发工程师,http://jobs.51job.com/changchun/91989649.html?s=01&t=0,吉林省天云数据科技有限公司,长春,6-8千/月,,
软件开发工程师,http://jobs.51job.com/shanghai-ptq/90131820.html?s=01&t=0,上海云蟾网络科技有限公司,上海-普陀区,1-1.5万/月,1年经验,
测试工程师,http://jobs.51job.com/shenzhen-ftq/61524654.html?s=01&t=0,天下支付科技有限公司,深圳-福田区,0.8-1.5万/月,2年经验,本科
急聘研发部技术经理,http://jobs.51job.com/nanjing-jyq/92020531.html?s=01&t=0,江苏融贸通互联网科技有限公司,南京-建邺区,1.5-2万/月,5-7年经验,本科
